Trial,Metric,K,N,sigma,TruePositive,FalsePositive,FalseNegative,TrueNegative,Accuracy,MisclassificationRate,TruePositiveRate,FalsePositiveRate,Specificity,Precision
int,str,int,int,float,int,int,int,int,float,float,float,float,float,float
6,1,300,100,0.501,32,24,16,28,0.6,0.4,0.6666666666666666,0.46153846153846156,0.5384615384615384,0.5714285714285714
7,1,300,100,0.501,22,19,21,38,0.6,0.4,0.5116279069767442,0.3333333333333333,0.6666666666666666,0.5365853658536586
8,1,300,100,0.501,36,21,24,19,0.55,0.45,0.6,0.525,0.475,0.631578947368421
9,1,300,100,0.501,21,3,40,36,0.57,0.43,0.3442622950819672,0.07692307692307693,0.9230769230769231,0.875
10,1,300,100,0.501,26,22,24,28,0.54,0.46,0.52,0.44,0.56,0.5416666666666666
11,1,300,100,0.501,42,18,24,16,0.58,0.42,0.6363636363636364,0.5294117647058824,0.47058823529411764,0.7
12,1,300,100,0.501,31,19,21,29,0.6,0.4,0.5961538461538461,0.3958333333333333,0.6041666666666666,0.62
13,1,300,100,0.501,22,27,19,32,0.54,0.46,0.5365853658536586,0.4576271186440678,0.5423728813559322,0.4489795918367347
14,1,300,100,0.501,53,25,11,11,0.64,0.36,0.828125,0.6944444444444444,0.3055555555555556,0.6794871794871795
0,1,300,100,0.601,15,35,20,30,0.45,0.55,0.42857142857142855,0.5384615384615384,0.46153846153846156,0.3
1,1,300,100,0.601,22,17,23,38,0.6,0.4,0.4888888888888889,0.3090909090909091,0.6909090909090909,0.5641025641025641
2,1,300,100,0.601,33,20,8,39,0.72,0.28,0.8048780487804879,0.3389830508474576,0.6610169491525424,0.6226415094339622
3,1,300,100,0.601,12,10,38,40,0.52,0.48,0.24,0.2,0.8,0.5454545454545454
4,1,300,100,0.601,46,27,5,22,0.68,0.32,0.9019607843137255,0.5510204081632653,0.4489795918367347,0.6301369863013698
5,1,300,100,0.601,34,31,12,23,0.57,0.43,0.7391304347826086,0.5740740740740741,0.42592592592592593,0.5230769230769231
6,1,300,100,0.601,44,27,12,17,0.61,0.39,0.7857142857142857,0.6136363636363636,0.38636363636363635,0.6197183098591549
7,1,300,100,0.601,28,27,23,22,0.5,0.5,0.5490196078431373,0.5510204081632653,0.4489795918367347,0.509090909090909
8,1,300,100,0.601,21,8,37,34,0.55,0.45,0.3620689655172414,0.19047619047619047,0.8095238095238095,0.7241379310344828
9,1,300,100,0.601,33,11,25,31,0.64,0.36,0.5689655172413793,0.2619047619047619,0.7380952380952381,0.75
10,1,300,100,0.601,41,34,12,13,0.54,0.46,0.7735849056603774,0.723404255319149,0.2765957446808511,0.5466666666666666
11,1,300,100,0.601,28,20,21,31,0.59,0.41,0.5714285714285714,0.39215686274509803,0.6078431372549019,0.5833333333333334
12,1,300,100,0.601,32,23,21,24,0.56,0.44,0.6037735849056604,0.48936170212765956,0.5106382978723404,0.5818181818181818
