TrialNumber,Metric,K,N,Mean,StandardDeviation
int,str,int,int,float,float
20,1,5000,30,0.392951597213,0.025437966039806147
21,1,5000,30,0.393851982464,0.02521201165239604
22,1,5000,30,0.393790283709,0.02530915568136394
23,1,5000,30,0.393702314269,0.02526801573858256
24,1,5000,30,0.394218287131,0.025201725781524416
0,1,5000,40,0.449959232031,0.02387856426797963
1,1,5000,40,0.449343191923,0.02438219434013413
2,1,5000,40,0.449885820753,0.024232916396959743
3,1,5000,40,0.449404821519,0.024443309298269166
4,1,5000,40,0.449284792899,0.024446097288211916
5,1,5000,40,0.449804641981,0.024256943898553655
6,1,5000,40,0.448717586385,0.024320562145625946
7,1,5000,40,0.449627662468,0.023560081569199354
8,1,5000,40,0.448501757999,0.024167868453383194
9,1,5000,40,0.448673895146,0.0243051383782262
10,1,5000,40,0.44854389866,0.024080880724139383
11,1,5000,40,0.448431949296,0.023938929323814466
12,1,5000,40,0.448302798135,0.024054586098062658
13,1,5000,40,0.449605341972,0.02454608313065462
14,1,5000,40,0.448750215875,0.024364482414165792
15,1,5000,40,0.449300668418,0.02407144519655003
16,1,5000,40,0.449450601626,0.024161189488110683
17,1,5000,40,0.449516925144,0.02397920298790319
18,1,5000,40,0.449151739981,0.024415315649486156
19,1,5000,40,0.449898065106,0.02442103490999973
20,1,5000,40,0.448618960027,0.024163666096254283
21,1,5000,40,0.44944427444,0.023881306076432015
22,1,5000,40,0.449077441012,0.0242322870692163
23,1,5000,40,0.448837825901,0.024963484475689766
24,1,5000,40,0.448971939341,0.024276283179050288
0,1,5000,50,0.490364159709,0.0229913008358139
1,1,5000,50,0.490885382619,0.02312648622585557
2,1,5000,50,0.490458948055,0.023141430530767605
3,1,5000,50,0.491002469889,0.023001169221297222
4,1,5000,50,0.49089266116,0.02240726313394368
5,1,5000,50,0.490890276728,0.022967858713655667
6,1,5000,50,0.49012305928,0.02347928662298797
7,1,5000,50,0.489737298013,0.02346396531559942
8,1,5000,50,0.491119102947,0.022740352969027915
9,1,5000,50,0.491432811532,0.022689394743483162
10,1,5000,50,0.490664464202,0.023402809510129012
11,1,5000,50,0.49110294636,0.02257654674201758
12,1,5000,50,0.489496755916,0.023065505185577557
13,1,5000,50,0.489318542102,0.02339988165834205
14,1,5000,50,0.490420608554,0.023204117166545097
15,1,5000,50,0.490086560975,0.02355879737386098
16,1,5000,50,0.490995619083,0.0228960655381759
17,1,5000,50,0.491849628502,0.022898577571140426
18,1,5000,50,0.490195151433,0.023365247284052426
19,1,5000,50,0.490401354761,0.02281243384655984
20,1,5000,50,0.49079353555,0.022959556129859865
21,1,5000,50,0.490296445794,0.023272688307148702
22,1,5000,50,0.490455793007,0.02305437536944651
23,1,5000,50,0.489952863194,0.023808049678003408
24,1,5000,50,0.490476600677,0.022556187230908666
0,1,5000,60,0.523327654977,0.022139037630360597
1,1,5000,60,0.523139839853,0.021601959184672757
2,1,5000,60,0.523256227722,0.02193574368796145
3,1,5000,60,0.52325672341,0.021739599422839196
4,1,5000,60,0.524165284748,0.02137510642145023
5,1,5000,60,0.523689350137,0.021490234752136867
6,1,5000,60,0.522691972346,0.022021824434992555
7,1,5000,60,0.52276938545,0.021764592719415984
8,1,5000,60,0.522780435744,0.021978188362721415
9,1,5000,60,0.523763040139,0.021758830981842184
10,1,5000,60,0.523803086932,0.02136987262884109
11,1,5000,60,0.523804095414,0.022201038123325915
12,1,5000,60,0.523448285356,0.02187349329032623
13,1,5000,60,0.523269332883,0.021950630539697088
