TrialNumber,Metric,NormalizationMetric,K,N,MinDistance,MaxDistance,Mean,StandardDeviation
4,2,2,500,80,1.15349084452,1.63307671851,0.70645882748,0.023544682077006523
5,2,2,500,80,1.15665351514,1.63109195694,0.709245760563,0.022073154424593268
6,2,2,500,80,1.15431705393,1.6315493597,0.707621195278,0.023481333551142677
7,2,2,500,80,1.15723067514,1.63052845055,0.709844518903,0.020701268583671554
8,2,2,500,80,1.15513984369,1.63410556829,0.707047247258,0.023915174795274458
9,2,2,500,80,1.15223017686,1.63110079858,0.706550942854,0.02376774575221993
0,2,2,500,90,1.17028114684,1.62069496903,0.722212430004,0.020764551077056877
1,2,2,500,90,1.16940152527,1.62254714123,0.720869558138,0.021499780396938954
2,2,2,500,90,1.17137090769,1.62250739815,0.722102101329,0.021152071466729285
3,2,2,500,90,1.17105672814,1.62080371323,0.722629303254,0.020893284936491136
4,2,2,500,90,1.17130841255,1.62173140086,0.722391664371,0.02059976289219776
5,2,2,500,90,1.17207641662,1.61886516531,0.724137457762,0.021802310734357833
6,2,2,500,90,1.1685260554,1.62151382721,0.720739117663,0.021706365854730784
7,2,2,500,90,1.17347338702,1.62231899842,0.723483436232,0.021056980398386247
8,2,2,500,90,1.1721268532,1.61976845888,0.723762473831,0.0203396897904606
9,2,2,500,90,1.16972909798,1.61920813067,0.722517234562,0.020930817689484377
0,2,2,500,100,1.18558451177,1.60999986154,0.736521149727,0.020301882084644035
1,2,2,500,100,1.18256404828,1.61153968023,0.733946681751,0.020970827988424656
2,2,2,500,100,1.18366785341,1.6133608349,0.73382568927,0.022143904618955008
3,2,2,500,100,1.18295641511,1.6102257775,0.734749528434,0.02111457353389149
4,2,2,500,100,1.18410585879,1.61198812408,0.734699284148,0.020560533114333552
5,2,2,500,100,1.18164695281,1.61222311417,0.733075072913,0.02094799019477551
6,2,2,500,100,1.18638230608,1.61061642805,0.736721979165,0.019494761066682326
7,2,2,500,100,1.18410103502,1.61132140116,0.734976841158,0.019774467406003745
8,2,2,500,100,1.18282390061,1.61126877256,0.734217278722,0.021281827961289596
9,2,2,500,100,1.18456845763,1.61281115769,0.734612779778,0.02090276827923381
0,inf,2,500,1,0.0,2.0,0.0,0.0
1,inf,2,500,1,0.0,2.0,0.0,0.0
2,inf,2,500,1,0.0,2.0,0.0,0.0
3,inf,2,500,1,0.0,2.0,0.0,0.0
4,inf,2,500,1,0.0,2.0,0.0,0.0
5,inf,2,500,1,0.0,2.0,0.0,0.0
6,inf,2,500,1,0.0,2.0,0.0,0.0
7,inf,2,500,1,0.0,2.0,0.0,0.0
8,inf,2,500,1,0.0,2.0,0.0,0.0
9,inf,2,500,1,0.0,2.0,0.0,0.0
0,inf,2,500,2,0.00769947316549,2.0,0.00384973658275,0.003895506713831774
1,inf,2,500,2,0.00798621167505,2.0,0.00399310583752,0.004422809744548514
2,inf,2,500,2,0.00857383998561,2.0,0.0042869199928,0.004595046535278311
3,inf,2,500,2,0.00795130349268,2.0,0.00397565174634,0.004342974933707318
4,inf,2,500,2,0.00794558988088,2.0,0.00397279494044,0.004474676853486025
5,inf,2,500,2,0.0082796834725,2.0,0.00413984173625,0.0045031248775715535
6,inf,2,500,2,0.00817709242447,2.0,0.00408854621223,0.0047346066540912245
7,inf,2,500,2,0.00739679460894,2.0,0.00369839730447,0.003788442123866673
8,inf,2,500,2,0.00854149106584,2.0,0.00427074553292,0.004093779955198085
9,inf,2,500,2,0.00775533045415,2.0,0.00387766522708,0.003594337369223077
0,inf,2,500,3,0.0928542292625,2.0,0.0464271146312,0.023642634407338454
1,inf,2,500,3,0.0900112766722,2.0,0.0450056383361,0.026511804804395044
2,inf,2,500,3,0.0923240319273,2.0,0.0461620159637,0.02549857876470764
3,inf,2,500,3,0.0925538806542,2.0,0.0462769403271,0.024164461324953836
4,inf,2,500,3,0.0935073404747,2.0,0.0467536702374,0.024578779684995288
5,inf,2,500,3,0.0922038373985,2.0,0.0461019186993,0.027232438691811123
6,inf,2,500,3,0.0926070537412,2.0,0.0463035268706,0.025430891797047397
7,inf,2,500,3,0.0935038671141,2.0,0.046751933557,0.026653453444283767
8,inf,2,500,3,0.0927425929041,2.0,0.0463712964521,0.025311675814460553
9,inf,2,500,3,0.0913542036565,2.0,0.0456771018283,0.025462788833286416
0,inf,2,500,4,0.204111569821,2.0,0.102055784911,0.03964065416363811
1,inf,2,500,4,0.217207583857,2.0,0.108603791929,0.04115623809979357
2,inf,2,500,4,0.210209371767,2.0,0.105104685884,0.041371067379014914
3,inf,2,500,4,0.211531355767,2.0,0.105765677883,0.03981337943507255
4,inf,2,500,4,0.208590340828,2.0,0.104295170414,0.04001218330903549
5,inf,2,500,4,0.210723720408,2.0,0.105361860204,0.04051812655850442
6,inf,2,500,4,0.206468976088,2.0,0.103234488044,0.04294971677454563
7,inf,2,500,4,0.2099947186,2.0,0.1049973593,0.03863615184788905
8,inf,2,500,4,0.208378012674,2.0,0.104189006337,0.038837686432537294
9,inf,2,500,4,0.20977802347,2.0,0.104889011735,0.03776607473744004
0,inf,2,500,5,0.324340072711,2.0,0.162170036355,0.046155197205807734
1,inf,2,500,5,0.304265711334,2.0,0.152132855667,0.0459253533537037
2,inf,2,500,5,0.306974658293,2.0,0.153487329147,0.04326641445286055
3,inf,2,500,5,0.310467380317,2.0,0.155233690158,0.04626260861571956
4,inf,2,500,5,0.312168493488,2.0,0.156084246744,0.047192552131121175
5,inf,2,500,5,0.304216663756,2.0,0.152108331878,0.046408217628916615
6,inf,2,500,5,0.308790878312,2.0,0.154395439156,0.04610924435529577
7,inf,2,500,5,0.302886334737,2.0,0.151443167369,0.04808957727658039
8,inf,2,500,5,0.316899388155,2.0,0.158449694077,0.04553465330737
9,inf,2,500,5,0.317418739722,2.0,0.158709369861,0.04427945109064219
0,inf,2,500,6,0.395829181098,2.0,0.197914590549,0.0474690810806684
1,inf,2,500,6,0.397033607561,2.0,0.19851680378,0.051539234094032466
2,inf,2,500,6,0.385582006981,2.0,0.19279100349,0.050309719133082756
3,inf,2,500,6,0.386553681206,2.0,0.193276840603,0.04957449125591836
4,inf,2,500,6,0.387902796322,2.0,0.193951398161,0.05098114667902277
5,inf,2,500,6,0.397858547419,2.0,0.19892927371,0.05069907904256293
6,inf,2,500,6,0.396294445889,2.0,0.198147222945,0.04882710368020391
7,inf,2,500,6,0.395146512334,2.0,0.197573256167,0.051063643715853924
8,inf,2,500,6,0.398592023593,2.0,0.199296011796,0.049963661434762
9,inf,2,500,6,0.383829460942,2.0,0.191914730471,0.047111606157581976
0,inf,2,500,7,0.460508868428,2.0,0.230254434214,0.04920395915464463
1,inf,2,500,7,0.451172808479,2.0,0.22558640424,0.05114706969823912
2,inf,2,500,7,0.45827443424,2.0,0.22913721712,0.049294538608657595
3,inf,2,500,7,0.461425252842,2.0,0.230712626421,0.04652327028168767
4,inf,2,500,7,0.451800812656,2.0,0.225900406328,0.05033647136281575
5,inf,2,500,7,0.460617321994,2.0,0.230308660997,0.04948148144522402
6,inf,2,500,7,0.459651552305,2.0,0.229825776153,0.05098572515324814
7,inf,2,500,7,0.46485798868,2.0,0.23242899434,0.05155471674194553
8,inf,2,500,7,0.459254924904,2.0,0.229627462452,0.04694236010432136
9,inf,2,500,7,0.456266458224,2.0,0.228133229112,0.0475758135628233
0,inf,2,500,8,0.505700549743,2.0,0.252850274871,0.046566231804772
1,inf,2,500,8,0.506985603952,2.0,0.253492801976,0.0471895409746786
2,inf,2,500,8,0.507657955238,2.0,0.253828977619,0.0497028673911706
3,inf,2,500,8,0.510156959749,2.0,0.255078479875,0.05007225484494836
4,inf,2,500,8,0.503854838491,2.0,0.251927419245,0.05078279014072355
5,inf,2,500,8,0.508443032749,2.0,0.254221516375,0.050866532214770464
6,inf,2,500,8,0.509002749737,2.0,0.254501374869,0.048164689078364575
7,inf,2,500,8,0.518869112159,2.0,0.25943455608,0.04819132498318939
8,inf,2,500,8,0.525438984579,2.0,0.262719492289,0.04854220544099467
9,inf,2,500,8,0.505611905552,2.0,0.252805952776,0.052695301915381944
0,inf,2,500,9,0.557109220221,2.0,0.278554610111,0.04853223745944193
1,inf,2,500,9,0.553259141835,2.0,0.276629570918,0.04836416976446967
2,inf,2,500,9,0.552903907948,2.0,0.276451953974,0.050835056069839554
3,inf,2,500,9,0.557121636455,2.0,0.278560818228,0.04821363263614435
4,inf,2,500,9,0.555668261452,2.0,0.277834130726,0.04651768526929607
5,inf,2,500,9,0.556021131943,2.0,0.278010565972,0.050373603097940436
6,inf,2,500,9,0.557409676183,2.0,0.278704838091,0.04885945647433241
7,inf,2,500,9,0.545233113009,2.0,0.272616556504,0.048446225774196924
8,inf,2,500,9,0.547457431415,2.0,0.273728715707,0.05235147343890663
9,inf,2,500,9,0.558379363677,2.0,0.279189681839,0.05115731554128326
0,inf,2,500,10,0.584295304214,2.0,0.292147652107,0.04485642068556629
1,inf,2,500,10,0.592089824955,2.0,0.296044912478,0.047047727515026866
2,inf,2,500,10,0.579416011828,2.0,0.289708005914,0.04832515828647271
3,inf,2,500,10,0.586184447874,2.0,0.293092223937,0.051091599187033196
4,inf,2,500,10,0.585163611262,2.0,0.292581805631,0.04814543997825874
5,inf,2,500,10,0.580877534903,2.0,0.290438767451,0.048922230839873904
6,inf,2,500,10,0.584200082915,2.0,0.292100041458,0.05025952296992919
7,inf,2,500,10,0.589335554393,2.0,0.294667777197,0.04935182297802344
8,inf,2,500,10,0.571470417645,2.0,0.285735208823,0.04648436704967025
9,inf,2,500,10,0.583591969376,2.0,0.291795984688,0.046860681127905646
0,inf,2,500,20,0.777474287582,2.0,0.388737143791,0.041660145351086184
1,inf,2,500,20,0.768365639302,2.0,0.384182819651,0.04195198005165262
2,inf,2,500,20,0.756818268367,2.0,0.378409134184,0.04395722908327133
3,inf,2,500,20,0.760403079187,2.0,0.380201539594,0.04497953635929774
4,inf,2,500,20,0.753904457373,2.0,0.376952228686,0.04269385460381732
5,inf,2,500,20,0.757901260428,2.0,0.378950630214,0.0421892848740189
6,inf,2,500,20,0.754118067503,2.0,0.377059033752,0.04253908065773041
7,inf,2,500,20,0.757642876317,2.0,0.378821438158,0.043072444493465735
8,inf,2,500,20,0.765235064978,2.0,0.382617532489,0.042793763889286074
9,inf,2,500,20,0.760644797601,2.0,0.380322398801,0.04437165462765767
0,inf,2,500,30,0.834636713764,2.0,0.417318356882,0.03954126621843386
1,inf,2,500,30,0.829870958702,2.0,0.414935479351,0.039274390052865205
2,inf,2,500,30,0.834646271825,2.0,0.417323135912,0.04019972022856693
3,inf,2,500,30,0.834616100509,2.0,0.417308050255,0.039271798048753005
4,inf,2,500,30,0.824418533537,2.0,0.412209266768,0.04028577487501989
5,inf,2,500,30,0.829806494786,2.0,0.414903247393,0.04002373421847022
6,inf,2,500,30,0.831869084822,2.0,0.415934542411,0.03916939736728947
7,inf,2,500,30,0.831411379039,2.0,0.415705689519,0.04179595763971633
8,inf,2,500,30,0.840388837998,2.0,0.420194418999,0.04207214042379483
9,inf,2,500,30,0.82413124748,2.0,0.41206562374,0.041185229188971655
0,inf,2,500,40,0.875338095536,2.0,0.437669047768,0.03547623804950961
1,inf,2,500,40,0.872116510291,1.99993157817,0.436073243241,0.042005977612843616
2,inf,2,500,40,0.865675843479,2.0,0.432837921739,0.03810726020804838
3,inf,2,500,40,0.871721274641,1.99990009348,0.435883687227,0.03990490424841276
4,inf,2,500,40,0.87050181743,1.99949832462,0.435362949149,0.03656177028015465
5,inf,2,500,40,0.86937128601,2.0,0.434685643005,0.03801740469227737
6,inf,2,500,40,0.870149089605,2.0,0.435074544803,0.038625207184928206
7,inf,2,500,40,0.863819538884,2.0,0.431909769442,0.037794075827188064
8,inf,2,500,40,0.8729092865,2.0,0.43645464325,0.038149092992352696
9,inf,2,500,40,0.870445436767,2.0,0.435222718384,0.03592069563070717
0,inf,2,500,50,0.898424780212,2.0,0.449212390106,0.03798799290836087
1,inf,2,500,50,0.902122936321,2.0,0.45106146816,0.03778299628342315
2,inf,2,500,50,0.89617289927,1.99983073114,0.448121627856,0.03824173266415001
3,inf,2,500,50,0.911646494373,2.0,0.455823247186,0.036656769056929876
4,inf,2,500,50,0.893375689959,2.0,0.44668784498,0.037820470390381354
5,inf,2,500,50,0.908548981414,2.0,0.454274490707,0.03532610421085923
6,inf,2,500,50,0.901195041581,2.0,0.45059752079,0.03438893509036697
7,inf,2,500,50,0.900076273719,1.99972807969,0.450100993322,0.03903325588880881
8,inf,2,500,50,0.897455077163,1.99989130305,0.448751503816,0.03756868428486206
9,inf,2,500,50,0.891184121414,1.99965269568,0.445669456668,0.03803346418180628
0,inf,2,500,60,0.912099755567,1.99975745919,0.456103670471,0.034530816522488315
1,inf,2,500,60,0.927702949717,1.99942868493,0.463986132989,0.03738581840674432
2,inf,2,500,60,0.91601401106,1.99981631205,0.458053007643,0.036485856512123896
3,inf,2,500,60,0.910742695015,1.99971259764,0.455435954564,0.03594647331158014
4,inf,2,500,60,0.912304039304,1.99960363479,0.456242381158,0.037996895410685905
5,inf,2,500,60,0.907251679189,1.99972780172,0.45369315242,0.03775166910053586
6,inf,2,500,60,0.920038400861,1.99954859152,0.460124350528,0.03657823788404113
7,inf,2,500,60,0.919250891157,2.0,0.459625445578,0.03565837982787032
8,inf,2,500,60,0.923770831963,1.99896699218,0.462125588299,0.035882214087202005
9,inf,2,500,60,0.924601737432,1.99997725663,0.462306077202,0.035957604883839575
0,inf,2,500,70,0.944473982128,1.99937478503,0.472381698987,0.03653649667315433
1,inf,2,500,70,0.930868941395,1.99976936265,0.465487914984,0.03565652897640789
2,inf,2,500,70,0.929476393083,1.9994320804,0.464873047995,0.03534889041370551
3,inf,2,500,70,0.936203913333,1.99926352707,0.468275323704,0.03495652317825482
4,inf,2,500,70,0.929922252882,1.99925726468,0.465135243315,0.03665626624060169
5,inf,2,500,70,0.944418343441,1.9989909344,0.472449648662,0.035289524391647356
6,inf,2,500,70,0.931686563655,1.99980470846,0.465886778909,0.034429826537856145
7,inf,2,500,70,0.942541623099,1.99957969926,0.471375329386,0.03398433350936354
8,inf,2,500,70,0.937894988681,1.99927196369,0.469111898788,0.03374304221900232
9,inf,2,500,70,0.941486245065,1.9996797446,0.470817356906,0.03384040858685852
0,inf,2,500,80,0.946366245181,1.99716208744,0.473868635154,0.03406553867982201
1,inf,2,500,80,0.945709672231,1.99843777632,0.47323228873,0.03498088784447902
2,inf,2,500,80,0.94943734657,1.99864928071,0.475047106462,0.034976302997738414
3,inf,2,500,80,0.947330845084,1.99829895271,0.474075529363,0.03567686008307058
4,inf,2,500,80,0.945707448195,1.99900674895,0.473098150044,0.035124255026316734
5,inf,2,500,80,0.95060568949,1.99878861262,0.475602881234,0.033454636380924975
6,inf,2,500,80,0.954742467918,1.99864235665,0.477704424706,0.03333313385846076
7,inf,2,500,80,0.943792474132,1.99876617936,0.472202369902,0.034067263556919754
8,inf,2,500,80,0.947705352194,1.99661432772,0.474653514903,0.03201643471686384
9,inf,2,500,80,0.950749174604,1.9985983358,0.475713762098,0.03376453296658799
0,inf,2,500,90,0.956987285572,1.99689539548,0.47922769741,0.034355142073226604
1,inf,2,500,90,0.959115024819,1.99880111758,0.479847177134,0.035363081378755254
2,inf,2,500,90,0.952419634022,1.99802869015,0.476689973639,0.03601797322225142
3,inf,2,500,90,0.95326172067,1.99736647701,0.477277472053,0.03570150710128115
4,inf,2,500,90,0.946203802659,1.99844302314,0.473464025699,0.034537443116182225
5,inf,2,500,90,0.960337632049,1.99900623719,0.480407772504,0.03403389877648831
6,inf,2,500,90,0.954198139022,1.99827844152,0.47751673234,0.0337599260247831
7,inf,2,500,90,0.953477654598,1.99835045777,0.47713970156,0.03578509506516996
8,inf,2,500,90,0.946734145828,1.99840668093,0.473747668408,0.035694856416281416
9,inf,2,500,90,0.949894121785,1.99632790677,0.475820675749,0.035821514302844366
0,inf,2,500,100,0.964382038091,1.99616649366,0.483119500059,0.03450452559686187
1,inf,2,500,100,0.964147165802,1.99714504071,0.482772318063,0.03473818337101434
2,inf,2,500,100,0.964861453886,1.99755645518,0.483025922605,0.033497438706355034
3,inf,2,500,100,0.963880186792,1.9971215123,0.482655376527,0.03317585505036105
4,inf,2,500,100,0.967899882731,1.9987867052,0.484237451259,0.03383684392715132
5,inf,2,500,100,0.957490401828,1.99679033344,0.479539450834,0.036556462685071664
6,inf,2,500,100,0.959994389926,1.99861193291,0.480328581063,0.037131838555000615
7,inf,2,500,100,0.956115739801,1.99738710699,0.478680672811,0.03321269407955334
8,inf,2,500,100,0.959576620918,1.99757022511,0.480403532879,0.034801386060870035
9,inf,2,500,100,0.969067601372,1.99692774632,0.485293596612,0.03418581360620951
