Trial,Metric,K,N,sigma,TruePositive,FalsePositive,FalseNegative,TrueNegative,Accuracy,MisclassificationRate,TruePositiveRate,FalsePositiveRate,Specificity,Precision
int,int,int,int,float,int,int,int,int,float,float,float,float,float,float
4,2,40,1,0.2,30,21,27,22,0.52,0.48,0.526315789,0.488372093,0.511627907,0.588235294
5,2,40,1,0.2,18,17,29,36,0.54,0.46,0.382978723,0.320754717,0.679245283,0.514285714
6,2,40,1,0.2,21,27,22,30,0.51,0.49,0.488372093,0.473684211,0.526315789,0.4375
7,2,40,1,0.2,31,25,21,23,0.54,0.46,0.596153846,0.520833333,0.479166667,0.553571429
8,2,40,1,0.2,27,22,31,20,0.47,0.53,0.465517241,0.523809524,0.476190476,0.551020408
9,2,40,1,0.2,19,27,24,30,0.49,0.51,0.441860465,0.473684211,0.526315789,0.413043478
0,2,40,1,0.25,15,20,30,35,0.5,0.5,0.333333333,0.363636364,0.636363636,0.428571429
1,2,40,1,0.25,15,20,28,37,0.52,0.48,0.348837209,0.350877193,0.649122807,0.428571429
2,2,40,1,0.25,16,28,18,38,0.54,0.46,0.470588235,0.424242424,0.575757576,0.363636364
3,2,40,1,0.25,17,10,30,43,0.6,0.4,0.361702128,0.188679245,0.811320755,0.62962963
4,2,40,1,0.25,37,18,23,22,0.59,0.41,0.616666667,0.45,0.55,0.672727273
5,2,40,1,0.25,26,24,21,29,0.55,0.45,0.553191489,0.452830189,0.547169811,0.52
6,2,40,1,0.25,21,22,25,32,0.53,0.47,0.456521739,0.407407407,0.592592593,0.488372093
7,2,40,1,0.25,22,24,14,40,0.62,0.38,0.611111111,0.375,0.625,0.47826087
8,2,40,1,0.25,45,19,27,9,0.54,0.46,0.625,0.678571429,0.321428571,0.703125
9,2,40,1,0.25,13,11,32,44,0.57,0.43,0.288888889,0.2,0.8,0.541666667
0,2,50,1,0.05,52,22,19,7,0.59,0.41,0.732394366,0.75862069,0.24137931,0.702702703
1,2,50,1,0.05,20,18,26,36,0.56,0.44,0.434782609,0.333333333,0.666666667,0.526315789
2,2,50,1,0.05,43,24,20,13,0.56,0.44,0.682539683,0.648648649,0.351351351,0.641791045
3,2,50,1,0.05,30,29,16,25,0.55,0.45,0.652173913,0.537037037,0.462962963,0.508474576
4,2,50,1,0.05,38,21,18,23,0.61,0.39,0.678571429,0.477272727,0.522727273,0.644067797
5,2,50,1,0.05,49,22,17,12,0.61,0.39,0.742424242,0.647058824,0.352941176,0.690140845
6,2,50,1,0.05,32,30,18,20,0.52,0.48,0.64,0.6,0.4,0.516129032
7,2,50,1,0.05,18,21,20,41,0.59,0.41,0.473684211,0.338709677,0.661290323,0.461538462
8,2,50,1,0.05,11,15,31,43,0.54,0.46,0.261904762,0.25862069,0.74137931,0.423076923
9,2,50,1,0.05,29,26,27,18,0.47,0.53,0.517857143,0.590909091,0.409090909,0.527272727
0,2,50,1,0.1,23,21,28,28,0.51,0.49,0.450980392,0.428571429,0.571428571,0.522727273
1,2,50,1,0.1,27,26,20,27,0.54,0.46,0.574468085,0.490566038,0.509433962,0.509433962
